;16SAF1_S10;16SAF3_S11;16SAF4_S12;16SAF6_S13;16SAF8_S14;16Sbee1_S38;16Sbee2_S39;16Sbee3_S40;16Sbee4_S41;16SBF1_S1;16SBF3_S3;16SBF4_S4;16SBF6_S6;16SBF8_S8;16SBS1_S15;16SBS2_S16;16SBS3_S17;16SBS4_S18;16SBS6_S19;16SBS9_S22;16SHS1_S23;16SHS2_S24;16SHS3_S25;16SHS4_S26;16SHS6_S28;16SHS9_S29;16SN1_S47;16SN2_S48;16SN3_S49;16SPP1_S50;16SPP2_S51;16SPP3_S52;HB1-B11_S253;HB1-s-A10_S244;HB2-C11_S254;HB2-s-B10_S245;HB3-D11_S255;HB3-s-C10_S246;HB31-B1-F03_S22;HB31-B2-G03_S23;HB31-B3-H03_S24;HB31-P1-D07_S52;HB31-P2-E07_S53;HB31-P3-F07_S54;HB35-B1-A04_S25;HB35-B2-B04_S26;HB35-B3-C04_S27;HB35-P1-G07_S55;HB35-P2-H07_S56;HB35-P3-A08_S57;HB37-B1-D04_S28;HB37-B2-E04_S29;HB37-B3-F04_S30;HB37-P1-B08_S58;HB37-P2-C08_S59;HB37-P3-D08_S60;HB39-B1-G04_S31;HB39-B2-H04_S32;HB39-B3-A05_S33;HB39-P1-E08_S61;HB39-P2-F08_S62;HB39-P3-G08_S63;HB41-B1-B05_S34;HB41-B2-C05_S35;HB41-B3-D05_S36;HB41-P1-H08_S64;HB41-P2-A09_S65;HB41-P3-B09_S66;HB42-B1-E05_S37;HB42-B2-F05_S38;HB42-B3-G05_S39;HB42-P1-C09_S67;HB42-P2-D09_S68;HB42-P3-E09_S69;HB42-Plant-F12_S190;HB43-B1-H05_S40;HB43-B2-A06_S41;HB43-B3-B06_S42;HB43-P1-F09_S70;HB43-P2-G09_S71;HB43-P3-H09_S72;HB43-Plant-E12_S189;HB44-B1-C06_S43;HB44-B2-D06_S44;HB44-B3-E06_S45;HB44-P1-A10_S73;HB44-P2-B10_S74;HB44-P4-F10_S78;HB45-B1-F06_S46;HB45-B2-G06_S47;HB45-B3-H06_S48;HB45-P0-C10_S75;HB45-P1-D10_S76;HB45-P2-E10_S77;MS1-H1-G10_S79;MS1-R1-F12_S94;MS10-R1-D12_S188;MS2-H1-H10_S80;MS2-R1-G12_S95;MS3-H1-A11_S81;MS3-R1-H12_S96;MS4-H1-B11_S82;MS4-R1-F11_S182;MS5-H1-C11_S83;MS5-R1-G11_S183;MS6-H2-E11_S85;MS6-R1-H11_S184;MS7-H1-F11_S86;MS7-R1-A12_S185;MS8-H1-G11_S87;MS8-R1-B12_S186;MS9-H1-H11_S88;MS9-H10-A12_S89;MS9-R1-C12_S187;NC17-A01_S193;NC18-B01_S194;NC20-D01_S196;NC23-F01_S198;NC27-H01_S200;NC28-A02_S201;NC32-B02_S202;NC33-C02_S203;NC40-D02_S204;NC42-E02_S205;NC43-F02_S206;OB1-B1-A01_S97;OB1-B2-B01_S98;OB1-B3-C01_S99;OB1-H11_S259;OB1-P1-C04_S123;OB1-P2-D04_S124;OB1-P3-E04_S125;OB1-Plant-E12_S264;OB1-s-G10_S250;OB10-B1-H03_S120;OB10-B2-A04_S121;OB10-B3-B04_S122;OB10-P1-F07_S150;OB10-P2-G07_S151;OB10-P3-H07_S152;OB2-A12_S260;OB2-B1-D01_S100;OB2-B2-E01_S101;OB2-B3-F01_S102;OB2-P1-F04_S126;OB2-P2-G04_S127;OB2-P3-H04_S128;OB2-Plant-F12_S265;OB2-s-H10_S251;OB3-B1-G01_S103;OB3-B12_S261;OB3-B2-H01_S104;OB3-B3-A02_S105;OB3-P1-A05_S129;OB3-P2-B05_S130;OB3-P3-C05_S131;OB3-Plant-G12_S266;OB3-s-A11_S252;OB4-B1-B02_S106;OB4-B2-C02_S107;OB4-B3-D02_S108;OB4-P1-D05_S132;OB4-P2-E05_S133;OB4-P3-F05_S134;OB5-B1-E02_S109;OB5-B2-F02_S110;OB5-P1-G05_S135;OB5-P2-H05_S136;OB5-P3-A06_S137;OB6-B1-G02_S111;OB6-B2-H02_S112;OB6-P1-B06_S138;OB6-P2-C06_S139;OB6-P3-D06_S140;OB7-B1-A03_S113;OB7-B2-B03_S114;OB7-B3-C03_S115;OB7-P1-E06_S141;OB7-P2-F06_S142;OB7-P3-G06_S143;OB8-B1-D03_S116;OB8-B2-E03_S117;OB8-P2-A07_S145;OB8-P3-B07_S146;OB8-Plant-H12_S267;OB9-B1-F03_S118;OB9-B2-G03_S119;OB9-P1-C07_S147;OB9-P2-D07_S148;OB9-P3-E07_S149;OC1-G04_S223;OC10-H05_S232;OC2-H04_S224;OC3-A05_S225;OC4-B05_S226;OC5-C05_S227;OC6-D05_S228;OC7-E05_S229;OC8-F05_S230;OC9-G05_S231;PB1-G06_S239;PB3-A08_S241;PC6-D06_S236;PC8-F06_S238
ASV0021;0;400;525;2186;105;0;0;0;25;21;71;1159;0;408;289;117;0;416;2405;0;603;2359;13;1834;0;1521;35;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;10;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;18;0;0;0;0;0;0;16;0;0;0;0;14;0;0;0;0;347;0;0;0;0;0;0;0;0;0;0;0;4288;0;21;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;33;0;0;0;0;0;0;0;0;0;0;30;0;0;0
ASV0022;1493;3918;6148;1112;1792;0;0;0;0;288;941;1810;98;2332;1185;766;308;227;3854;891;4272;4428;14;971;2055;0;0;0;18;0;0;0;0;0;0;0;0;0;16;21;36;0;0;0;46;9;18;13;0;0;39;17;23;0;0;0;23;10;25;0;7;3;5;12;14;26;7;0;13;0;74;0;0;0;0;6;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;7;137;0;0;0;20;13;30;0;6;0;23;9;18;13;0;43;0;0;0;0;12;0;0;9;0;18;6;12;46;71;0;93;69;32;0;0;118;9;19;41;19;4;0;36;22;56;143;43;90;0;0;193;0;307;24;13;47;38;0;0;119;72;63;35;62;60;154;266;32;49;0;354;160;21;22;16;36;0;66;424;62;16;112;185;21;12;0;148;274;176;63;77;0;0;3;0;8;8;0;0;0;0;89;0;0;0
ASV0023;1044;0;0;0;608;0;935;13473;1402;263;1527;1189;527;2744;711;698;490;320;237;0;922;341;345;792;0;0;65;0;0;0;0;0;2895;779;1931;751;8035;1880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1649;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0
ASV0024;1983;393;0;0;5776;3490;105;1179;4145;761;211;515;263;797;6472;977;885;5442;311;1843;2351;345;611;3578;314;0;0;0;80;0;0;0;1318;74;387;35;610;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0025;0;0;0;308;0;0;0;0;42;117;256;220;46;466;0;0;339;61;0;0;0;1075;208;545;0;0;158;275;316;3587;5702;1630;0;14;0;76;0;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;53;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;33;0;0;0;21;0;0;0;0;0;0;0;16;0;0;0;0;47;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;131;121;47;48;0;117;43;0;174;32;45;0;0;17;318;0;0;0;56;140;0;22;17;0;0;0;143;0;0;0;0;0;22;18;107;0;233;0;0;0;37;0;26;268;0;0;0;0;0;16;0;16;0;0;0;0;0;0;0;28;0;0;0;77;0;0;0;0;0;0;0;0;0;0;55;40;64;78;148;2019;1089;1532;1115;245;58;86;1528;1971;1689;982
ASV0026;827;697;7685;5183;1989;0;0;355;0;38;316;1674;29;2694;272;407;78;324;1690;2713;979;1097;52;1869;182;2051;48;0;0;1561;21;1092;0;11;0;13;0;14;13;50;17;58;21;38;0;14;0;31;75;28;41;41;20;30;0;38;15;30;0;13;38;94;0;38;27;72;0;45;20;0;0;28;114;21;0;41;61;71;70;125;64;0;25;0;0;0;31;22;23;34;32;22;62;126;0;0;0;139;13;21;24;8;45;43;37;0;29;0;0;47;16;20;0;0;29;167;87;65;80;75;52;119;0;0;9;36;25;0;0;0;36;54;0;10;11;16;21;77;0;0;26;37;40;16;97;23;44;0;8;18;0;22;17;0;26;33;0;84;11;31;0;28;42;28;88;7;66;33;0;47;20;0;76;185;22;0;38;105;78;0;18;12;28;34;0;38;20;30;0;91;67;0;73;6;11;120;25;0;0;46;35;29;26;0
ASV0027;2131;0;0;0;10297;348;40;199;150;238;92;551;440;3473;5963;967;458;2959;0;6776;2097;3425;238;1876;439;1642;0;0;30;0;0;0;56;49;133;25;62;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0028;0;0;0;0;0;0;0;0;0;0;0;627;133;422;0;205;493;0;0;529;0;0;0;1503;0;0;0;0;0;2971;5851;2482;0;0;0;0;0;343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;110;0;0;0;0;0;0;138;155;0;0;0;46;0;299;0;0;0;0;136;0;0;0;0;0;0;139;0;0;0;0;0;0;0;90;0;648;0;0;0;0;0;0;323;0;0;0;52;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743;380;746;686;153;0;0;1166;1260;1813;1276
ASV0029;0;156;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;1034;0;0;0;0;0;0;0;18;0;17;0;38;0;0;7;0;6;0;0;0;0;5;0;0;0;31;0;0;0;0;39;0;0;0;0;0;0;0;21;5;0;0;0;4;0;0;0;10;0;8;0;0;0;0;0;0;0;0;5;0;0;0;14;0;7;0;12;0;0;0;0;0;0;0;42;0;0;0;8;0;30;0;0;0;0;0;81;0;85;658;139;278;165;293;382;284;109;268;41;0;9;0;51;0;0;0;0;61;0;15;0;0;0;0;26;7;0;0;28;0;13;0;13;0;150;0;12;0;0;0;0;17;9;0;23;5;0;0;0;0;0;0;0;0;0;47;0;26;16;0;0;11;20;0;0;0;0;0;0;14;50;0;0;27;237;45;77;0;5;282;74;0;12;60;119;98;50;7
ASV0030;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;126;11;160;275;0;0;0;0;0;0;391;0;0;0;0;0;0;0;0;0;0;0;61;39;79;109;65;75;83;186;50;69;103;95;108;144;197;47;169;215;75;153;51;119;37;207;200;184;136;95;140;71;33;43;17;63;55;102;54;0;79;238;215;142;400;196;0;140;158;64;85;99;49;93;77;47;127;50;183;114;62;0;476;198;102;154;103;199;82;49;94;233;70;45;103;159;114;23;80;76;848;255;659;453;743;847;419;120;424;95;77;111;80;0;305;179;136;0;79;140;53;129;129;27;116;36;170;152;116;160;124;141;0;45;168;147;115;74;80;115;133;0;0;167;83;71;44;112;111;124;82;54;87;60;48;51;177;357;256;65;120;81;368;214;37;69;47;61;92;0;89;97;379;125;279;287;53;109;25;13;255;121;0;28;103;167;192;70;9
ASV0031;1690;231;0;0;287;0;0;13630;3646;342;469;1204;252;2003;1858;449;434;1499;1284;308;721;229;217;558;463;0;0;12;14;3;0;0;0;0;2169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0032;1128;225;0;0;361;1364;560;7983;752;197;233;539;698;3566;343;1202;295;404;0;0;990;2370;126;965;0;1008;128;15;17;0;0;0;345;131;1499;172;732;423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;24;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0
ASV0033;1547;139;0;0;3216;425;146;1827;1830;286;115;0;238;1922;4040;588;361;2276;693;1584;2026;1211;343;1162;426;0;0;0;22;0;0;0;378;0;228;0;115;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0
ASV0034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0035;669;377;0;0;3210;1830;56;139;221;308;54;0;158;422;3140;316;463;2031;422;1162;2850;1384;249;3030;374;0;41;0;67;0;0;0;90;0;113;0;43;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0036;34;0;0;0;0;0;0;0;0;0;0;0;0;287;0;159;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;42;9;0;0;0;0;0;0;0
ASV0037;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;2;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;121;56;22;39;0;0;0;75;45;19;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;27;0;0;0;0;0;0;0;51;0;71;0;0;0;0;0;0;35;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;54;67;151;0;0;2819;11394;232;12;0;0;8;0
ASV0038;48;716;1465;1331;803;0;0;0;0;83;147;227;48;509;254;436;73;0;1123;383;999;4813;6;1328;1507;0;0;0;5;0;0;0;0;0;0;0;0;0;10;26;41;0;0;0;13;0;0;0;0;0;29;6;0;0;0;0;9;5;8;0;0;0;0;0;8;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;18;0;0;20;0;0;0;13;0;20;2;44;7;21;0;16;0;0;10;0;0;0;0;24;0;0;123;10;0;0;0;9;41;0;3;9;33;0;0;17;0;19;6;0;0;0;0;19;14;21;9;17;0;0;54;0;86;8;18;0;11;0;0;39;33;19;14;36;54;54;53;0;23;0;56;18;16;11;17;0;4;31;127;0;10;26;23;12;8;0;34;52;55;14;25;0;0;0;0;0;17;0;0;0;0;22;0;0;0
ASV0039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1758;144;244;119;281;315;262;199;479;130;135;408;122;41;94;94;38;0;0;151;196;0;0;93;0;115;149;122;291;0;130;140;212;393;0;948;0;232;171;61;0;0;0;0;136;70;184;101;0;0;0;55;117;0;145;349;143;124;0;393;0;0;450;0;0;0;0;102;0;446;287;778;74;279;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0040;734;671;394;3110;307;0;0;0;0;72;445;0;72;1798;78;290;0;52;227;280;155;0;0;412;47;0;0;5;0;0;0;419;0;7;0;0;0;0;29;19;31;0;10;0;27;0;18;0;0;12;61;0;0;0;0;0;41;36;30;0;5;0;15;17;27;30;22;0;16;0;80;0;0;0;0;31;40;38;5;0;0;0;37;7;15;0;0;0;23;7;26;4;0;0;0;74;0;53;167;9;58;0;11;0;23;70;67;10;42;71;55;91;0;4;5;202;35;60;0;0;90;139;12;21;21;47;36;55;27;64;22;21;0;10;26;9;33;7;0;7;0;100;31;158;114;93;118;0;0;210;0;189;25;58;23;34;0;0;34;70;76;29;53;31;99;310;14;40;6;737;186;7;40;0;31;22;21;151;47;3;75;89;20;0;0;179;690;87;77;18;0;0;45;10;6;6;17;0;41;0;68;0;0;0
ASV0041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16;0;0;109;0;0;527;0;249;0;259;0;0;0;0;0;159;0;0;160;0;29;0;0;0;0;500;0;0;0;102;22;0;0;0;44;0;142;0;0;134;0;0;36;0;0;89;0;0;106;387;0;0;0;0;0;590;43;0;563;9;0;0;23;0;0;0;0;0;0;160;0;0;136;0;14;0;0;0;0;0;0;239;45;0;0;0;1119;298;2180;35;304;0;2136;448;257;608;68;0;160;35;0;0;0;0;0;0;0;40;0;31;58;124;0;0;0;0;222;0;289;0;28;0;0;0;0;0;0;0;0;29;31;0;36;112;0;0;0;0;0;0;0;116;25;231;263;0;37;0;0;282;17;0;0;0;106;0;0;35;25;0;437;154;0;0;11;107;0;1069;0;0;0;77;135;24;97;28
ASV0042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1728;3104;3679;0;1521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0043;0;54;1391;4437;0;0;0;0;0;65;527;638;5;1561;49;154;3;243;0;3289;82;137;5;90;162;0;0;0;4;1479;6;0;0;6;0;0;0;0;7;7;15;0;18;6;53;0;0;7;0;0;25;19;5;0;16;7;0;24;13;12;0;0;12;0;4;74;0;0;0;0;11;0;0;0;0;22;21;14;8;0;14;0;0;6;9;24;0;0;0;0;0;26;0;0;0;0;0;34;68;18;0;0;0;0;41;0;6;8;9;0;7;33;0;0;10;98;7;70;137;132;16;158;24;7;18;7;11;0;0;29;8;14;0;0;16;13;41;39;13;14;0;29;30;0;39;21;43;0;0;52;6;58;11;22;43;18;0;0;10;16;14;33;27;106;36;34;32;17;12;41;16;18;203;22;10;5;5;193;77;7;9;106;11;18;0;28;71;107;23;85;0;5;3;8;7;4;63;3;10;0;0;0;0;0
ASV0044;629;204;680;1212;456;0;0;0;0;129;321;250;18;1594;132;425;10;178;650;0;69;382;0;222;0;0;0;0;11;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;12;0;7;9;0;0;0;0;0;0;0;11;14;24;0;0;0;17;15;0;0;0;0;6;0;11;0;0;0;0;22;29;48;0;0;0;0;11;0;0;0;0;0;0;17;0;0;0;0;3;30;0;17;40;21;0;0;0;0;0;17;0;42;0;0;44;0;0;43;0;0;21;39;36;0;0;23;0;0;11;44;78;147;0;0;18;0;0;0;164;0;29;10;0;0;0;43;29;167;267;195;246;0;0;374;0;288;33;25;0;27;0;0;142;68;120;36;55;38;102;521;0;76;0;1159;303;0;21;0;235;0;85;100;57;0;60;83;0;0;0;348;964;77;88;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0045;66;1375;3505;2199;423;0;0;0;0;16;212;1606;11;1001;73;326;8;153;287;240;322;379;0;461;239;0;13;0;0;0;0;0;0;0;0;0;0;0;0;30;20;0;0;0;0;0;0;0;0;12;15;0;0;31;19;7;19;28;10;27;0;0;0;17;11;63;0;46;55;0;20;0;0;8;0;0;33;36;14;14;7;0;33;0;10;0;14;0;16;19;0;0;28;0;37;0;0;0;23;0;0;0;0;30;0;34;13;0;15;15;0;18;18;0;0;248;27;0;8;188;58;0;38;14;0;0;0;6;0;31;0;19;0;0;0;0;12;12;0;15;0;0;13;0;18;0;0;0;0;15;0;0;0;17;31;45;0;0;0;0;0;8;19;0;11;18;0;0;0;0;0;35;29;0;0;27;0;16;0;0;18;16;0;24;0;0;0;0;0;0;23;0;0;0;0;75;18;0;0;0;0;0;0;0
ASV0046;0;0;0;0;0;0;0;0;0;0;0;524;0;0;0;93;90;0;0;0;0;0;0;96;0;0;0;45;39;2292;1710;1139;0;0;0;59;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;141;0;0;0;0;33;0;0;0;0;0;0;46;0;0;0;0;0;0;0;47;0;102;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722;381;678;377;84;0;0;638;647;577;351
ASV0047;1040;1834;1228;0;182;0;0;0;0;122;462;864;133;1621;65;306;0;0;0;0;368;1540;0;884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;11;0;0;0;21;0;0;0;0;0;18;0;7;0;0;0;0;0;15;0;0;0;9;0;28;0;0;0;0;0;0;0;0;0;0;11;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;19;265;0;36;0;0;0;0;50;0;35;0;27;0;30;0;0;11;0;0;0;24;0;0;7;25;38;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;21;0;0;0;0;0;0;0;0;0;0;0;17;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;4;0;8;0;0;29;0;9;59;32;0;0;0;8;0;0;0
